# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#           t                bm_masse_c       bm_masse_actuelle   latency_alumina_mass  dissolving_alumina_mass  bath_thermal_energy_shift    mean_temperature   variance_temperature  variance_concentration_pct  variance_concentration  average_concentration_pct  average_concentration 
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    4.338000000000e+03   2.353699908592e+02   2.365009219932e+02    0.000000000000e+00     1.130931134038e+00        1.609930451499e+06      1.223071497442e+03    2.131514390988e+01       1.524293310790e-01        7.485969408707e+01       3.034192468390e+00       6.556912380850e+01  
    4.339000000000e+03   2.354566895470e+02   2.364476411724e+02    0.000000000000e+00     9.909516254311e-01        1.619952235466e+06      1.223071942512e+03    2.131164639710e+01       1.547918822462e-01        7.605740552644e+01       3.035311622009e+00       6.559327623750e+01  
    4.340000000000e+03   2.355219468915e+02   2.363943603515e+02    0.000000000000e+00     8.724134600569e-01        1.641337931312e+06      1.223072892257e+03    2.129057411188e+01       1.567229360827e-01        7.702657769577e+01       3.036157702483e+00       6.561145555971e+01  
    4.341000000000e+03   2.355704338962e+02   2.363410795307e+02    0.000000000000e+00     7.706456344837e-01        1.671611909883e+06      1.223074236732e+03    2.125591933010e+01       1.582569795464e-01        7.778778381477e+01       3.036790009676e+00       6.562496301835e+01  
    4.342000000000e+03   2.356053994005e+02   2.362877987098e+02    0.000000000000e+00     6.823993093800e-01        1.709052282215e+06      1.223075899469e+03    2.121047152777e+01       1.594392309246e-01        7.836667636015e+01       3.037249800821e+00       6.563470367164e+01  
    4.343000000000e+03   2.356292077539e+02   2.362345178890e+02    0.000000000000e+00     6.053101350832e-01        1.752405945893e+06      1.223077824817e+03    2.115626352458e+01       1.603144900015e-01        7.878803865711e+01       3.037567115029e+00       6.564133617763e+01  
    4.344000000000e+03   2.356436433301e+02   2.361812370682e+02    0.000000000000e+00     5.375937380593e-01        1.800727180039e+06      1.223079970776e+03    2.109482687265e+01       1.609233808286e-01        7.907394706915e+01       3.037764635360e+00       6.564535762522e+01  
    4.345000000000e+03   2.356500940032e+02   2.361279562473e+02    0.000000000000e+00     4.778622441623e-01        1.853280412355e+06      1.223082304679e+03    2.102734822425e+01       1.613014599420e-01        7.924344561211e+01       3.037860019296e+00       6.564715464692e+01  
    4.346000000000e+03   2.356496669214e+02   2.360746754265e+02    0.000000000000e+00     4.250085050278e-01        1.909478855925e+06      1.223084800467e+03    2.095476950734e+01       1.614793857678e-01        7.931275289424e+01       3.037867365846e+00       6.564703567095e+01  
    4.347000000000e+03   2.356432643267e+02   2.360213946056e+02    0.000000000000e+00     3.781302789468e-01        1.968844319088e+06      1.223087436903e+03    2.087785436487e+01       1.614834581869e-01        7.929562990972e+01       3.037798172047e+00       6.564525204285e+01  
    4.348000000000e+03   2.356316347822e+02   2.359681137848e+02    0.000000000000e+00     3.364790026038e-01        2.030980067607e+06      1.223090196368e+03    2.079723348662e+01       1.613362401820e-01        7.920376461896e+01       3.037661984541e+00       6.564201229662e+01  
    4.349000000000e+03   2.356154087377e+02   2.359148329639e+02    0.000000000000e+00     2.994242262369e-01        2.095551959666e+06      1.223093064023e+03    2.071343629349e+01       1.610571488931e-01        7.904711951463e+01       3.037466851126e+00       6.563749206226e+01  
    4.350000000000e+03   2.355951238269e+02   2.358615521431e+02    0.000000000000e+00     2.664283162361e-01        2.162275050309e+06      1.223096027213e+03    2.062691355209e+01       1.606629645102e-01        7.883422909132e+01       3.037219639278e+00       6.563184111319e+01  
    4.351000000000e+03   2.355712432672e+02   2.358082713223e+02    0.000000000000e+00     2.370280550979e-01        2.230903837576e+06      1.223099075036e+03    2.053805381888e+01       1.601682622408e-01        7.857244656695e+01       3.036926270191e+00       6.562518849206e+01  
    4.352000000000e+03   2.355441695269e+02   2.364069460389e+02    6.519555374668e-01     2.108209745708e-01        1.636230360455e+06      1.223072665428e+03    2.133178815375e+01       1.595857685991e-01        7.826814517166e+01       3.036591891198e+00       6.561764631803e+01  
    4.353000000000e+03   2.356042417965e+02   2.363536652181e+02    0.000000000000e+00     7.494234215409e-01        1.660364148005e+06      1.223073737216e+03    2.130318144212e+01       1.605315251099e-01        7.884431958539e+01       3.037226553172e+00       6.563438118756e+01  
    4.354000000000e+03   2.356456354911e+02   2.363003843972e+02    0.000000000000e+00     6.547489060950e-01        1.694397578140e+06      1.223075248650e+03    2.126048538793e+01       1.614470313568e-01        7.929419647350e+01       3.037768636104e+00       6.564591259934e+01  
    4.355000000000e+03   2.356728749398e+02   2.362471035764e+02    0.000000000000e+00     5.742286366130e-01        1.735932760352e+06      1.223077093238e+03    2.120714131004e+01       1.621058741653e-01        7.961213138752e+01       3.038129896495e+00       6.565350093622e+01  
    4.356000000000e+03   2.356889014819e+02   2.361938227556e+02    0.000000000000e+00     5.049212737017e-01        1.783410782041e+06      1.223079201750e+03    2.114541061541e+01       1.625252095810e-01        7.980747419101e+01       3.038347814491e+00       6.565796559341e+01  
    4.357000000000e+03   2.356957850533e+02   2.361405419347e+02    0.000000000000e+00     4.447568813825e-01        1.835734578993e+06      1.223081525464e+03    2.107691183659e+01       1.627299744238e-01        7.989382312933e+01       3.038448773238e+00       6.565988321149e+01  
    4.358000000000e+03   2.356950528512e+02   2.360872611139e+02    0.000000000000e+00     3.922082626138e-01        1.892094735804e+06      1.223084028433e+03    2.100285809400e+01       1.627459918121e-01        7.988506123980e+01       3.038452242918e+00       6.565967923540e+01  
    4.359000000000e+03   2.356878734874e+02   2.360339802930e+02    0.000000000000e+00     3.461068056451e-01        1.951871888308e+06      1.223086683153e+03    2.092419006605e+01       1.625973952806e-01        7.979398098985e+01       3.038373129918e+00       6.565767921579e+01  
    4.360000000000e+03   2.356751681970e+02   2.363066772409e+02    3.259777687334e-01     3.055312751488e-01        1.682080458463e+06      1.223074701643e+03    2.119984926719e+01       1.623058336330e-01        7.963191451289e+01       3.038223190605e+00       6.565413978940e+01  
    4.361000000000e+03   2.357050386830e+02   2.362533964201e+02    0.000000000000e+00     5.483577370611e-01        1.722221190627e+06      1.223076484304e+03    2.114203996165e+01       1.625058126294e-01        7.975427692557e+01       3.038549800280e+00       6.566246107788e+01  
    4.362000000000e+03   2.357220468952e+02   2.362001155992e+02    0.000000000000e+00     4.780687040304e-01        1.769178929761e+06      1.223078569709e+03    2.107591087274e+01       1.626078965200e-01        7.979199084635e+01       3.038780962532e+00       6.566719920769e+01  
    4.363000000000e+03   2.357290080462e+02   2.361468347784e+02    0.000000000000e+00     4.178267321354e-01        1.821461610121e+06      1.223080891597e+03    2.100329132109e+01       1.625390655376e-01        7.974348324000e+01       3.038883507368e+00       6.566913843781e+01  
    4.364000000000e+03   2.357278176266e+02   2.360935539575e+02    0.000000000000e+00     3.657363309220e-01        1.878064622622e+06      1.223083405352e+03    2.092545637119e+01       1.623128326937e-01        7.961591196722e+01       3.038881624487e+00       6.566880681196e+01  
    4.365000000000e+03   2.357198513874e+02   2.360402731367e+02    0.000000000000e+00     3.204217493095e-01        1.938258818615e+06      1.223086078593e+03    2.084336194797e+01       1.619469342076e-01        7.941869722554e+01       3.038792877779e+00       6.566658758544e+01  
    4.366000000000e+03   2.357061547472e+02   2.359869923158e+02    0.000000000000e+00     2.808375686409e-01        2.001490128432e+06      1.223088886712e+03    2.075775384199e+01       1.614593019602e-01        7.916124301231e+01       3.038630620517e+00       6.566277198987e+01  
    4.367000000000e+03   2.356875502355e+02   2.359337114950e+02    0.000000000000e+00     2.461612594946e-01        2.067322610309e+06      1.223091810350e+03    2.066923108113e+01       1.608665803793e-01        7.885216639957e+01       3.038405362596e+00       6.565758916462e+01  
    4.368000000000e+03   2.356647030904e+02   2.360977491866e+02    2.173185124889e-01     2.157275837719e-01        1.913738804735e+06      1.223084989652e+03    2.090929316706e+01       1.601836890041e-01        7.849910124831e+01       3.038125611422e+00       6.565122443103e+01  
    4.369000000000e+03   2.356665242240e+02   2.360444683658e+02    0.000000000000e+00     3.779441418555e-01        1.968745694448e+06      1.223087432523e+03    2.083793783845e+01       1.600283914145e-01        7.846544114542e+01       3.038110189138e+00       6.565173176050e+01  
    4.370000000000e+03   2.356605468525e+02   2.359911875450e+02    0.000000000000e+00     3.306406924682e-01        2.027885789980e+06      1.223090058950e+03    2.076089979741e+01       1.598047409118e-01        7.834750613209e+01       3.038046329412e+00       6.565006659067e+01  
    4.371000000000e+03   2.356482261981e+02   2.359379067242e+02    0.000000000000e+00     2.896805260315e-01        2.090387826479e+06      1.223092834682e+03    2.067939416135e+01       1.594391932107e-01        7.815666274700e+01       3.037901220054e+00       6.564663431576e+01  
    4.372000000000e+03   2.356306155443e+02   2.358846259033e+02    0.000000000000e+00     2.540103589661e-01        2.155693561266e+06      1.223095734928e+03    2.059429571624e+01       1.589523544073e-01        7.790403849213e+01       3.037688296285e+00       6.564172835841e+01  
    4.373000000000e+03   2.356085213222e+02   2.358313450825e+02    0.000000000000e+00     2.228237602203e-01        2.223375588766e+06      1.223098740704e+03    2.050627473511e+01       1.583626766830e-01        7.759955064647e+01       3.037417849606e+00       6.563557337332e+01  
    4.374000000000e+03   2.355825819509e+02   2.357780642616e+02    0.000000000000e+00     1.954823107657e-01        2.293095545543e+06      1.223101836986e+03    2.041586313682e+01       1.576861846792e-01        7.725171662204e+01       3.037098034531e+00       6.562834721060e+01  
    4.375000000000e+03   2.355533158853e+02   2.357247834408e+02    0.000000000000e+00     1.714675555339e-01        2.364578650286e+06      1.223105011570e+03    2.032349413202e+01       1.569366239879e-01        7.686775618189e+01       3.036735478347e+00       6.562019430091e+01  
    4.376000000000e+03   2.355211527869e+02   2.356715026199e+02    0.000000000000e+00     1.503498330702e-01        2.437597182947e+06      1.223108254343e+03    2.022952780876e+01       1.561257402679e-01        7.645376976765e+01       3.036335676135e+00       6.561123433888e+01  
    4.377000000000e+03   2.354864545664e+02   2.356182217991e+02    0.000000000000e+00     1.317672327176e-01        2.511959328774e+06      1.223111556786e+03    2.013426838688e+01       1.552635771274e-01        7.601491850617e+01       3.035903260304e+00       6.560156814522e+01  
    4.378000000000e+03   2.354495300538e+02   2.355649409783e+02    0.000000000000e+00     1.154109244738e-01        2.587501411631e+06      1.223114911630e+03    2.003797625114e+01       1.543587394075e-01        7.555558176998e+01       3.035442186203e+00       6.559128175344e+01  
    4.379000000000e+03   2.354106455177e+02   2.355116601574e+02    0.000000000000e+00     1.010146397083e-01        2.664082305512e+06      1.223118312608e+03    1.994087658508e+01       1.534186200559e-01        7.507948877035e+01       3.034955865939e+00       6.558044934040e+01  
    4.380000000000e+03   2.353700324032e+02   2.354583793366e+02    0.000000000000e+00     8.834693341036e-02        2.741579344848e+06      1.223121754272e+03    1.984316572435e+01       1.524495880029e-01        7.458982619100e+01       3.034447266573e+00       6.556913538178e+01  
    4.381000000000e+03   2.353278931595e+02   2.354050985157e+02    0.000000000000e+00     7.720535626694e-02        2.819885234793e+06      1.223125231857e+03    1.974501594108e+01       1.514571453389e-01        7.408932570702e+01       3.033918985092e+00       6.555739627572e+01  
    4.382000000000e+03   2.352844057286e+02   2.353518176949e+02    0.000000000000e+00     6.741196630568e-02        2.898905662462e+06      1.223128741176e+03    1.964657912590e+01       1.504460550533e-01        7.358033513262e+01       3.033373305266e+00       6.554528159309e+01  
    4.383000000000e+03   2.352397270755e+02   2.352985368741e+02    0.000000000000e+00     5.880979860179e-02        2.978557439362e+06      1.223132278532e+03    1.954798968002e+01       1.494204464509e-01        7.306487648217e+01       3.032812242374e+00       6.553283506103e+01  
    4.384000000000e+03   2.351939960205e+02   2.362231893594e+02    9.779333062002e-01     5.126003271706e-02        2.061275015450e+06      1.223091541775e+03    2.069470174610e+01       1.483839028347e-01        7.254469363051e+01       3.032237579240e+00       6.552009535196e+01  
    4.385000000000e+03   2.352846661616e+02   2.361699085386e+02    0.000000000000e+00     8.852423770165e-01        2.069191929459e+06      1.223091893367e+03    2.068823106517e+01       1.495757836081e-01        7.329306723446e+01       3.033194098525e+00       6.554535414423e+01  
    4.386000000000e+03   2.353496790208e+02   2.361166277178e+02    0.000000000000e+00     7.669486969417e-01        2.090707204772e+06      1.223092848866e+03    2.066367427590e+01       1.508068237786e-01        7.391135107198e+01       3.034038085618e+00       6.556346535799e+01  
    4.387000000000e+03   2.353956809928e+02   2.360633468969e+02    0.000000000000e+00     6.676659040993e-01        2.122298249877e+06      1.223094251833e+03    2.062572709080e+01       1.517555790917e-01        7.438236229111e+01       3.034639235444e+00       6.557628053883e+01  
    4.388000000000e+03   2.354269136832e+02   2.360100660761e+02    0.000000000000e+00     5.831523929056e-01        2.161717012499e+06      1.223096002431e+03    2.057742516364e+01       1.524349929923e-01        7.471370359216e+01       3.035051605330e+00       6.558498130877e+01  
    4.389000000000e+03   2.354463064901e+02   2.359567852552e+02    0.000000000000e+00     5.104787651131e-01        2.207410915701e+06      1.223098031709e+03    2.052090268843e+01       1.528719002557e-01        7.492048875926e+01       3.035312536373e+00       6.559038373647e+01  
    4.390000000000e+03   2.354559806526e+02   2.359035044344e+02    0.000000000000e+00     4.475237818113e-01        2.258255698978e+06      1.223100289740e+03    2.045772847568e+01       1.530959275401e-01        7.501899323261e+01       3.035449073921e+00       6.559307875444e+01  
    4.391000000000e+03   2.354575302200e+02   2.358502236135e+02    0.000000000000e+00     3.926933935401e-01        2.313406518223e+06      1.223102739002e+03    2.038909433559e+01       1.531352573188e-01        7.502440441847e+01       3.035481549306e+00       6.559351043130e+01  
    4.392000000000e+03   2.354521906254e+02   2.357969427927e+02    0.000000000000e+00     3.447521672493e-01        2.372208593958e+06      1.223105350418e+03    2.031593057109e+01       1.530152159853e-01        7.495015711623e+01       3.035425729631e+00       6.559202293268e+01  
    4.393000000000e+03   2.354409446842e+02   2.357436619718e+02    0.000000000000e+00     3.027172876610e-01        2.434141032622e+06      1.223108100854e+03    2.023898038949e+01       1.527580075641e-01        7.480787473832e+01       3.035294163938e+00       6.558889005023e+01  
    4.394000000000e+03   2.354245917099e+02   2.356903811510e+02    0.000000000000e+00     2.657894410866e-01        2.498780199196e+06      1.223110971497e+03    2.015884955157e+01       1.523828915167e-01        7.460752412372e+01       3.035097063941e+00       6.558433445591e+01  
    4.395000000000e+03   2.354037939663e+02   2.356371003302e+02    0.000000000000e+00     2.333063638180e-01        2.565775092194e+06      1.223113946758e+03    2.007604043296e+01       1.519065146594e-01        7.435763188257e+01       3.034842896389e+00       6.557854064244e+01  
    4.396000000000e+03   2.353791087195e+02   2.355838195093e+02    0.000000000000e+00     2.047107898245e-01        2.634830362629e+06      1.223117013521e+03    1.999097594741e+01       1.513432658488e-01        7.406549998960e+01       3.034538790203e+00       6.557166385241e+01  
    4.397000000000e+03   2.353510108874e+02   2.355305386885e+02    0.000000000000e+00     1.795278010844e-01        2.705694304585e+06      1.223120160608e+03    1.990401669965e+01       1.507056048028e-01        7.373739884070e+01       3.034190824101e+00       6.556383638797e+01  
    4.398000000000e+03   2.353199094052e+02   2.354772578676e+02    0.000000000000e+00     1.573484623892e-01        2.778150179493e+06      1.223123378392e+03    1.981547351565e+01       1.500043518197e-01        7.337873207119e+01       3.033804235772e+00       6.555517216988e+01  
    4.399000000000e+03   2.352861593050e+02   2.354239770468e+02    0.000000000000e+00     1.378177418226e-01        2.852009823777e+06      1.223126658519e+03    1.972561675553e+01       1.492489308682e-01        7.299417378347e+01       3.033383575008e+00       6.554577010254e+01  
    4.400000000000e+03   2.352500708193e+02   2.364572887884e+02    1.086592562445e+00     1.206254065737e-01        1.818784397389e+06      1.223080772702e+03    2.111934168105e+01       1.484475724369e-01        7.258778155481e+01       3.032932818693e+00       6.553571661028e+01  
    4.401000000000e+03   2.353619344741e+02   2.364040079675e+02    0.000000000000e+00     1.042073493435e+00        1.815468749694e+06      1.223080625453e+03    2.114674141865e+01       1.505013956078e-01        7.382863016106e+01       3.034125140453e+00       6.556687946924e+01  
    4.402000000000e+03   2.354413150274e+02   2.363507271467e+02    0.000000000000e+00     9.094121192741e-01        1.829369145920e+06      1.223081242773e+03    2.114526537891e+01       1.526834823676e-01        7.494857816393e+01       3.035147747775e+00       6.558899322006e+01  
    4.403000000000e+03   2.354981649604e+02   2.362974463259e+02    0.000000000000e+00     7.992813655060e-01        1.855210770279e+06      1.223082390406e+03    2.112406808665e+01       1.545152362518e-01        7.588089355954e+01       3.035883978970e+00       6.560483041442e+01  
    4.404000000000e+03   2.355382074259e+02   2.362441655050e+02    0.000000000000e+00     7.059580790869e-01        1.889960352859e+06      1.223083933645e+03    2.108834513803e+01       1.559889052758e-01        7.662302602962e+01       3.036406372665e+00       6.561598540224e+01  
    4.405000000000e+03   2.355651493624e+02   2.361908846842e+02    0.000000000000e+00     6.257353217495e-01        1.931653215656e+06      1.223085785236e+03    2.104147471803e+01       1.571325767799e-01        7.719181212585e+01       3.036761934544e+00       6.562349085849e+01  
    4.406000000000e+03   2.355815523687e+02   2.361376038633e+02    0.000000000000e+00     5.560514946741e-01        1.978931710998e+06      1.223087884887e+03    2.098580026508e+01       1.579836418029e-01        7.760853048719e+01       3.036983155711e+00       6.562806039067e+01  
    4.407000000000e+03   2.355892718705e+02   2.360843230425e+02    0.000000000000e+00     4.950511720114e-01        2.030812465556e+06      1.223090188925e+03    2.092302022633e+01       1.585792281600e-01        7.789378769939e+01       3.037093583295e+00       6.563021088135e+01  
    4.408000000000e+03   2.355897029547e+02   2.363570199904e+02    3.259777687334e-01     4.413392669607e-01        1.754058756632e+06      1.223077898219e+03    2.121273485892e+01       1.589530016148e-01        7.806594627543e+01       3.037110929783e+00       6.563033097234e+01  
    4.409000000000e+03   2.356312754219e+02   2.363037391696e+02    0.000000000000e+00     6.724637476974e-01        1.787997439308e+06      1.223079405445e+03    2.116724704862e+01       1.597516436990e-01        7.848735471279e+01       3.037586676023e+00       6.564191218639e+01  
    4.410000000000e+03   2.356588100538e+02   2.362504583487e+02    0.000000000000e+00     5.916482949296e-01        1.829376171924e+06      1.223081243085e+03    2.111211520965e+01       1.603922182132e-01        7.879256323818e+01       3.037952121584e+00       6.564958275511e+01  
    4.411000000000e+03   2.356753054497e+02   2.361971775279e+02    0.000000000000e+00     5.218720781345e-01        1.876605701844e+06      1.223083340561e+03    2.104936887347e+01       1.608088221539e-01        7.898413002141e+01       3.038176386589e+00       6.565417802512e+01  
    4.412000000000e+03   2.356827973954e+02   2.361438967070e+02    0.000000000000e+00     4.610993116542e-01        1.928607060438e+06      1.223085649955e+03    2.098043428937e+01       1.610210301369e-01        7.907256092105e+01       3.038285426007e+00       6.565626512343e+01  
    4.413000000000e+03   2.356827710094e+02   2.360906158862e+02    0.000000000000e+00     4.078448768210e-01        1.984593134930e+06      1.223088136312e+03    2.090638377976e+01       1.610515807159e-01        7.907000775080e+01       3.038298182270e+00       6.565625777285e+01  
    4.414000000000e+03   2.356763585257e+02   2.360373350654e+02    0.000000000000e+00     3.609765396912e-01        2.043963841387e+06      1.223090772981e+03    2.082805457095e+01       1.609225651483e-01        7.898812139491e+01       3.038229102510e+00       6.565447138990e+01  
    4.415000000000e+03   2.356644526079e+02   2.359840542445e+02    0.000000000000e+00     3.196016366374e-01        2.106246066700e+06      1.223093538951e+03    2.074611906071e+01       1.606541332320e-01        7.883739005191e+01       3.038089581183e+00       6.565115465188e+01  
    4.416000000000e+03   2.356477761319e+02   2.365827289611e+02    6.519555374668e-01     2.829972917266e-01        1.506062042165e+06      1.223066884618e+03    2.154546848824e+01       1.602642000332e-01        7.862702689095e+01       3.037888853391e+00       6.564650893680e+01  
    4.417000000000e+03   2.357168965552e+02   2.365294481403e+02    0.000000000000e+00     8.125515850568e-01        1.525400309855e+06      1.223067743436e+03    2.152179426862e+01       1.613718252487e-01        7.928166341356e+01       3.038639844981e+00       6.566576443142e+01  
    4.418000000000e+03   2.357662068546e+02   2.364761673194e+02    0.000000000000e+00     7.099604647962e-01        1.555237941943e+06      1.223069068533e+03    2.148327900394e+01       1.624238312777e-01        7.979740032671e+01       3.039283783671e+00       6.567950124262e+01  
    4.419000000000e+03   2.358003857666e+02   2.364228864986e+02    0.000000000000e+00     6.225007319411e-01        1.593095208485e+06      1.223070749784e+03    2.143346650386e+01       1.631974392328e-01        8.017043324939e+01       3.039734366350e+00       6.568902276788e+01  
    4.420000000000e+03   2.358225022205e+02   2.363696056778e+02    0.000000000000e+00     5.471034572155e-01        1.637345578214e+06      1.223072714955e+03    2.137470226463e+01       1.637127981861e-01        8.041164898024e+01       3.040030704578e+00       6.569518394628e+01  
    4.421000000000e+03   2.358347332387e+02   2.363163248569e+02    0.000000000000e+00     4.815916182187e-01        1.686835228199e+06      1.223074912804e+03    2.130867471333e+01       1.639973894965e-01        8.053593943376e+01       3.040200551388e+00       6.569859125042e+01  
    4.422000000000e+03   2.358386971322e+02   2.362630440361e+02    0.000000000000e+00     4.243469038886e-01        1.740706455763e+06      1.223077305239e+03    2.123665579808e+01       1.640792124465e-01        8.055828358616e+01       3.040264543740e+00       6.569969550769e+01  
    4.423000000000e+03   2.358356409234e+02   2.362097632152e+02    0.000000000000e+00     3.741222918641e-01        1.798298336676e+06      1.223079862910e+03    2.115963627401e+01       1.639842761662e-01        8.049241036407e+01       3.040238592889e+00       6.569884411226e+01  
    4.424000000000e+03   2.358265539454e+02   2.361564823944e+02    0.000000000000e+00     3.299284489845e-01        1.859086524175e+06      1.223082562530e+03    2.107840902449e+01       1.637358482907e-01        8.035045444635e+01       3.040135327980e+00       6.569631267152e+01  
    4.425000000000e+03   2.358122400928e+02   2.361032015735e+02    0.000000000000e+00     2.909614807498e-01        1.922644956834e+06      1.223085385177e+03    2.099362305726e+01       1.633544129176e-01        8.014298518950e+01       3.039965016961e+00       6.569232513355e+01  
    4.426000000000e+03   2.357933655402e+02   2.360499207527e+02    0.000000000000e+00     2.565552125232e-01        1.988620560966e+06      1.223088315171e+03    2.090581977898e+01       1.628578865994e-01        7.987916089558e+01       3.039736173384e+00       6.568706708059e+01  
    4.427000000000e+03   2.357704912782e+02   2.359966399318e+02    0.000000000000e+00     2.261486536470e-01        2.056716010045e+06      1.223091339308e+03    2.081545807539e+01       1.622619132922e-01        7.956691226195e+01       3.039455970625e+00       6.568069479282e+01  
    4.428000000000e+03   2.357440959273e+02   2.359433591110e+02    0.000000000000e+00     1.992631836604e-01        2.126677635701e+06      1.223094446323e+03    2.072293208084e+01       1.615801633943e-01        7.921311791086e+01       3.039130532055e+00       6.567334160382e+01  
    4.429000000000e+03   2.357145921465e+02   2.358900782902e+02    0.000000000000e+00     1.754861436796e-01        2.198286727567e+06      1.223097626501e+03    2.062858404351e+01       1.608246039256e-01        7.882375952974e+01       3.038765139731e+00       6.566512247166e+01  
    4.430000000000e+03   2.356823387172e+02   2.358367974693e+02    0.000000000000e+00     1.544587521456e-01        2.271353135468e+06      1.223100871400e+03    2.053271382608e+01       1.600057351503e-01        7.840405410584e+01       3.038364388523e+00       6.565613734535e+01  
    4.431000000000e+03   2.356476496447e+02   2.357835166485e+02    0.000000000000e+00     1.358670038356e-01        2.345710432325e+06      1.223104173628e+03    2.043558605305e+01       1.591327898926e-01        7.795856473796e+01       3.037932301515e+00       6.564647370011e+01  
    4.432000000000e+03   2.356108011603e+02   2.362735321089e+02    5.432962812223e-01     1.194346673535e-01        1.867050013223e+06      1.223082916190e+03    2.102724601518e+01       1.582139025055e-01        7.749129279270e+01       3.037472419066e+00       6.563620848820e+01  
    4.433000000000e+03   2.356477370151e+02   2.362202512880e+02    0.000000000000e+00     5.725142729297e-01        1.903446100812e+06      1.223084532550e+03    2.097788899730e+01       1.584789936198e-01        7.770955602793e+01       3.037837249105e+00       6.564649803967e+01  
    4.434000000000e+03   2.356697164982e+02   2.361669704672e+02    0.000000000000e+00     4.972539689622e-01        1.947769063801e+06      1.223086500945e+03    2.091830468289e+01       1.587180285364e-01        7.782755129810e+01       3.038131424944e+00       6.565262106090e+01  
    4.435000000000e+03   2.356802903218e+02   2.361136896463e+02    0.000000000000e+00     4.333993245363e-01        1.998137027486e+06      1.223088737800e+03    2.085097413925e+01       1.587651024003e-01        7.784545029881e+01       3.038279728526e+00       6.565556670552e+01  
    4.436000000000e+03   2.356817985149e+02   2.360604088255e+02    0.000000000000e+00     3.786103105607e-01        2.053309776178e+06      1.223091188036e+03    2.077756774216e+01       1.586378282487e-01        7.777319656522e+01       3.038311997223e+00       6.565598685637e+01  
    4.437000000000e+03   2.356759018959e+02   2.360071280047e+02    0.000000000000e+00     3.312261087412e-01        2.112407072311e+06      1.223093812563e+03    2.069929869083e+01       1.583579680250e-01        7.762289136506e+01       3.038249413489e+00       6.565434418247e+01  
    4.438000000000e+03   2.356638333099e+02   2.359538471838e+02    0.000000000000e+00     2.900138739078e-01        2.174775512820e+06      1.223096582362e+03    2.061708538880e+01       1.579468463763e-01        7.740616334631e+01       3.038107709211e+00       6.565098212850e+01  
    4.439000000000e+03   2.356465405456e+02   2.359005663630e+02    0.000000000000e+00     2.540258173988e-01        2.239912767461e+06      1.223099475125e+03    2.053164491404e+01       1.574237724658e-01        7.713336205325e+01       3.037898983488e+00       6.564616472845e+01  
    4.440000000000e+03   2.356247735968e+02   2.358472855421e+02    0.000000000000e+00     2.225119453138e-01        2.307421338577e+06      1.223102473199e+03    2.044355141650e+01       1.568056725164e-01        7.681342414680e+01       3.037632818207e+00       6.564010091483e+01  
    4.441000000000e+03   2.355991403978e+02   2.357940047213e+02    0.000000000000e+00     1.948643235289e-01        2.376979024844e+06      1.223105562274e+03    2.035327433042e+01       1.561071762254e-01        7.645397359617e+01       3.037316984659e+00       6.563296004528e+01  
    4.442000000000e+03   2.355701436920e+02   2.357407239005e+02    0.000000000000e+00     1.705802084682e-01        2.448319369524e+06      1.223108730518e+03    2.026120423873e+01       1.553408616862e-01        7.606148994785e+01       3.036957913630e+00       6.562488217356e+01  
    4.443000000000e+03   2.355382061514e+02   2.356874430796e+02    0.000000000000e+00     1.492369282545e-01        2.521218357292e+06      1.223111967981e+03    2.016767087434e+01       1.545175335195e-01        7.564148111721e+01       3.036561015456e+00       6.561598504718e+01  
    4.444000000000e+03   2.355036879400e+02   2.356341622588e+02    0.000000000000e+00     1.304743188058e-01        2.595485100591e+06      1.223115266187e+03    2.007295595820e+01       1.536464836071e-01        7.519863906866e+01       3.036130903150e+00       6.560636900025e+01  
    4.445000000000e+03   2.354668992915e+02   2.355808814379e+02    0.000000000000e+00     1.139821464558e-01        2.670955175145e+06      1.223118617834e+03    1.997730256070e+01       1.527357207284e-01        7.473697261439e+01       3.035671552621e+00       6.559612045736e+01  
    4.446000000000e+03   2.354281097214e+02   2.355276006171e+02    0.000000000000e+00     9.949089567840e-02        2.747485736989e+06      1.223122016576e+03    1.988092207118e+01       1.517921651879e-01        7.425991776990e+01       3.035186420302e+00       6.558531449984e+01  
    4.447000000000e+03   2.353875549245e+02   2.354743197963e+02    0.000000000000e+00     8.676487178103e-02        2.824951869153e+06      1.223125456868e+03    1.978399949004e+01       1.508218105764e-01        7.377042853968e+01       3.034678530526e+00       6.557401678729e+01  
    4.448000000000e+03   2.353454420518e+02   2.360729945129e+02    6.519555374668e-01     7.559692368756e-02        2.238249133192e+06      1.223099401243e+03    2.057300116750e+01       1.498298572968e-01        7.327105122931e+01       3.034150541905e+00       6.556228502762e+01  
    4.449000000000e+03   2.353919139645e+02   2.360197136921e+02    0.000000000000e+00     6.277997275763e-01        2.269591109485e+06      1.223100793148e+03    2.053953520699e+01       1.504328468269e-01        7.368550440665e+01       3.034609941113e+00       6.557523112406e+01  
    4.450000000000e+03   2.354210338322e+02   2.359664328712e+02    0.000000000000e+00     5.453990390663e-01        2.310129670299e+06      1.223102593476e+03    2.049329358001e+01       1.510595021796e-01        7.399952934615e+01       3.034993790684e+00       6.558334330608e+01  
