# Created by Octave 4.2.1, Wed Feb 28 10:57:53 2018 CET <foetisch@mathicsepc61>
# name: data
# type: matrix
# rows: 4752
# columns: 2
 0 0
 0.0001 -2.240127004667737e-08
 0.00025 -1.375706399121767e-07
 0.0004750000000000001 -4.838589598298756e-07
 0.0008125000000000001 -1.362346680769161e-06
 0.00131875 -3.392733360020167e-06
 0.002078125 -7.767818954238553e-06
 0.0032171875 -1.65926849226611e-05
 0.004755815646428292 -3.140875945092631e-05
 0.006470717866525286 -5.02727047776279e-05
 0.008375592008426086 -7.281111437076147e-05
 0.01051189360780009 -9.909581241189179e-05
 0.01293665307098118 -0.0001295312861269935
 0.01572915090258616 -0.0001649114426651942
 0.01900331685702759 -0.0002065497599656413
 0.02292957142364058 -0.0002565319107289615
 0.02777516615735669 -0.0003182054426590995
 0.03398043457041604 -0.0003971253517588766
 0.04227570295696772 -0.0005025082685656144
 0.05343063482162184 -0.0006440043313646175
 0.06367457985670084 -0.0007737261736894892
 0.07390556811757985 -0.0009030753056588103
 0.08307841819242234 -0.001018867793602005
 0.09128190322272495 -0.001122280241177363
 0.09947346070797676 -0.001225408760298623
 0.108606884674392 -0.001340237630198584
 0.1188250433397072 -0.001468507348742588
 0.1290870798838945 -0.001597118669895521
 0.1382285788129216 -0.001711508442591261
 0.1463030164939807 -0.001812405800592142
 0.1543191792788483 -0.001912446755632411
 0.1633131190766937 -0.002024538181273708
 0.1734963812471415 -0.002151257741231707
 0.1837948134197744 -0.002279200633772857
 0.1929183815846933 -0.002392369592291888
 0.2008732210745483 -0.002490904518759326
 0.2087132411130566 -0.002587894194692387
 0.2175561440958563 -0.002697144048424951
 0.227691566417175 -0.002822170915797399
 0.2380291972025435 -0.002949481736838234
 0.2471496250118452 -0.003061624165661371
 0.2549973328812546 -0.003157982901615692
 0.2626627536050294 -0.003251985359870814
 0.2713428595809813 -0.003358290196220935
 0.2814136248542454 -0.003481438436592005
 0.2917898839028971 -0.003608111526506302
 0.2995459675326493 -0.003702654650430462
 0.3072653214084128 -0.003796631504679166
 0.3160472417230119 -0.003903400243640512
 0.3261101914544987 -0.004025554753516171
 0.3362788758173191 -0.004148788278529479
 0.3451654600964132 -0.004256313853654665
 0.3528135002777152 -0.004348725474325761
 0.3603588791454636 -0.004439782952724501
 0.368979839211158 -0.004543682115167369
 0.3789820721925992 -0.00466404291543855
 0.3891919493328289 -0.004786697375605252
 0.3967477828019201 -0.004877331271536571
 0.4042667449961603 -0.004967410542376883
 0.4128965788930002 -0.005070659940019813
 0.4228772897946748 -0.005189886733423705
 0.4329787099299546 -0.005310353962406868
 0.4417337692351803 -0.005414598694059191
 0.4491932354180151 -0.005503294548182806
 0.4565412320604612 -0.00559055722901174
 0.4650012312932451 -0.005690892978078761
 0.4749072148732231 -0.005808197107962507
 0.4850487643661016 -0.005928088894915906
 0.4924299654384406 -0.006015216322553088
 0.4997727101004181 -0.006101782763235388
 0.5082534852238996 -0.006201632630046493
 0.5181287878478433 -0.006317720858422993
 0.5281383074103855 -0.006435189232129334
 0.5354335274157508 -0.006520674577037628
 0.5426912658856181 -0.006605616199971674
 0.5511054439911869 -0.00670396140593306
 0.560940731179533 -0.006818738019878869
 0.5709160769914202 -0.006934952936659093
 0.5781315335583285 -0.007018887761290413
 0.58530883402308 -0.007102276571744433
 0.5936556717449823 -0.007199124920980821
 0.6034449882811345 -0.007312533732643057
 0.6133815242813088 -0.007427453560282475
 0.6205230646770904 -0.007509923423509725
 0.6276259190410569 -0.007591846538578205
 0.6359068841177868 -0.007687231346070841
 0.6456452359960269 -0.007799228594572764
 0.6555365920439112 -0.007912792843666581
 0.6626092557548587 -0.007993872397877402
 0.6696428703467174 -0.008074406273443807
 0.6778593981775036 -0.008168359988819955
 0.6875427096409703 -0.008278913553345256
 0.6973834792690545 -0.008391074211930149
 0.70439149577281 -0.008470827466051
 0.7113602412414888 -0.008550037608185953
 0.7195136413526416 -0.00864259076760153
 0.7291386967295034 -0.008751679183563621
 0.7389244981379625 -0.008862401063107463
 0.7458713516759735 -0.008940882400335621
 0.7527788275480296 -0.009018824386894608
 0.7608702691734376 -0.009110005493743599
 0.7704346123841419 -0.009217616520504754
 0.7787130491139133 -0.009310611529547912
 0.7869697429840504 -0.009403225975356658
 0.7951236250615278 -0.009494553518732206
 0.803183573314479 -0.009584698412479171
 0.8112408772000456 -0.009674684082180307
 0.8193807689623553 -0.009765460541559173
 0.8275970237008066 -0.009856954492140345
 0.8357929827091151 -0.009948088128732159
 0.8438770708067043 -0.01003784635108291
 0.8518567980082631 -0.01012631778805014
 0.8598324924526437 -0.01021461746706134
 0.8679001929185521 -0.01030380659755437
 0.8760557227085786 -0.01039383465853115
 0.8841928425979316 -0.01048352712638861
 0.8922081743393012 -0.01057174781541253
 0.9001074488252228 -0.01065856551980273
 0.908000851404014 -0.01074519423526469
 0.9159964989821527 -0.01083281830944745
 0.9240928204430356 -0.0109214156644893
 0.9321731407436864 -0.01100970741534191
 0.940120827758835 -0.01109642263027869
 0.9479393494719414 -0.01118160538423529
 0.9557496293044454 -0.01126657647820162
 0.9636732682061694 -0.01135265646528634
 0.9717119594486789 -0.01143985832061358
 0.9797376795218546 -0.01152679074823882
 0.9876189202723938 -0.01161203293796246
 0.9953563195088898 -0.0116955985953179
 1.003082484198726 -0.01177892363929395
 1.010934050358721 -0.01186347909224921
 1.018916751806949 -0.01194932067205026
 1.026890248136151 -0.01203493624991701
 1.034706342735413 -0.01211873838685309
 1.042362180053967 -0.01220070389928845
